id,username,email,role,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Location Longitude,Location Latitude,Status,Drive,Battery Level,Range
367,ejohnson,charles19@wright.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4384.39,83.9,27314,04-10-2024,11:20:08,-53.032077,9.775906,1,Rear,74,358.9
368,jasoncortez,jacob30@morris-dixon.biz,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3300.8,82,44075,29-10-2024,20:09:35,-41.871564,70.994149,1,AWD,74,358.9
369,michaelblanchard,hthomas@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4133.78,83.9,13262,15-06-2024,00:59:46,-1.395059,37.722966,0,Rear,64,310.4
370,marksheidi,frenchrobert@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2862.74,82,62110,20-10-2024,03:21:57,-133.839191,71.516575,1,AWD,31,150.35
371,bartondavid,paynestephanie@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4447.21,82,874,04-06-2024,05:43:42,143.327177,37.549952,1,AWD,54,261.9
372,collinmiller,gblack@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2469.05,82,43289,29-08-2024,22:35:33,-167.823887,63.578178,0,Rear,80,388
373,ivalentine,hollyperkins@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2674.17,83.9,81574,01-08-2024,20:59:58,62.607184,46.90937,0,Rear,38,184.3
374,sbradley,matthew45@williams.org,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4017.89,82,89567,11-03-2024,05:08:48,157.221151,-57.646738,0,Rear,72,349.2
375,pvang,bellchad@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4815.62,82,55876,22-09-2024,10:49:18,-122.839902,-17.07296,1,AWD,97,470.45
376,marissamedina,robertwright@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3079.02,82,85385,18-02-2024,17:16:52,33.861357,79.435486,0,AWD,79,383.15
377,mark90,bsmith@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4596.92,83.9,86492,09-09-2024,01:48:42,32.038489,37.085299,1,Rear,58,281.3
378,kennethmata,brandonknapp@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1269.41,78,89945,16-04-2024,03:13:11,-10.199752,12.798494,0,Front,64,310.4
379,areynolds,kristina42@wilkins.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3078.18,82,56021,21-05-2024,17:51:53,-86.215109,51.056996,1,AWD,46,223.1
380,bmorgan,kayla33@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2644.31,82,80272,12-01-2024,04:43:28,110.875564,5.746585,0,AWD,52,252.2
381,melodywood,ologan@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3122.06,82,55385,10-05-2024,11:14:22,5.708766,44.43357,0,AWD,59,286.15
382,rodriguezcynthia,sarasmith@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4078.41,78,56271,03-03-2024,09:35:19,106.079753,-41.735346,0,Front,51,247.35
383,edwinwhite,ebrandt@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1980.02,83.9,86568,03-07-2024,09:49:12,139.695894,-34.540277,0,Rear,38,184.3
384,kathrynaustin,garciagregory@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1152.38,83.9,13597,05-02-2024,18:26:01,178.601868,-62.562731,0,Rear,51,247.35
385,amanda86,hodgestiffany@rodriguez.net,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4397.01,83.9,52416,05-07-2024,04:21:59,-107.101451,71.339156,1,Rear,88,426.8
386,jamesmiller,agalvan@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1362.32,82,58974,22-02-2024,21:42:24,-26.644122,21.367177,1,Rear,52,252.2
387,melissa61,calhounbrian@king.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4887.44,78,30382,16-06-2024,21:33:10,-98.071771,-37.371868,0,Front,100,485
388,idelacruz,ospencer@richardson.net,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1350.32,82,23416,30-04-2024,09:17:09,167.295573,-74.636513,1,Rear,41,198.85
389,wesleyjohns,brandon64@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4284.31,83.9,86067,22-05-2024,20:34:13,-120.385315,-69.190009,1,Rear,73,354.05
390,jmorgan,rodriguezsheryl@michael.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4705.5,78,70921,26-08-2024,21:03:03,72.489163,3.396723,1,Front,89,431.65
391,nfleming,xgonzales@duran-sanchez.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3739.63,82,85050,06-09-2024,15:52:52,-132.534907,-9.702534,0,AWD,46,223.1
392,tracyjohnson,lorihurst@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1881.63,82,94114,05-01-2024,11:24:22,64.112969,29.294872,0,AWD,72,349.2
393,soliscarlos,margaretscott@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2249.23,78,83776,16-03-2024,04:39:19,-135.374918,18.937395,0,Front,61,295.85
394,markgardner,claudia35@ibarra.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4868.35,78,92252,01-11-2024,07:57:45,115.686995,87.956252,0,Front,76,368.6
395,robertsonjennifer,swells@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3662.13,82,9277,14-06-2024,11:33:33,-109.328712,-70.487557,1,AWD,43,208.55
396,jonathan54,ibrown@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4511.29,82,70635,20-05-2024,02:53:38,-103.604842,68.809607,0,AWD,94,455.9
397,nmorrison,smithgina@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4591.16,82,88256,04-05-2024,04:30:23,-51.63228,15.559419,0,AWD,100,485
398,thomasstephen,klara@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2820.71,82,56283,15-08-2024,21:36:25,145.04546,8.292993,0,Rear,96,465.6
399,nicoleduran,victoria57@warner.info,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1159.83,82,89764,23-02-2024,01:29:35,-103.281705,-34.279624,0,AWD,49,237.65
400,benjamindavis,gregory23@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3966.02,82,85527,28-03-2024,00:07:42,5.306659,-66.87036,0,AWD,32,155.2
401,adrienneallen,theresagalloway@dunn.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2589.34,83.9,74763,22-03-2024,02:05:02,-103.499547,33.928739,1,Rear,58,281.3
402,josephangela,dustinwilliams@smith.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4624.07,83.9,777,07-01-2024,15:18:40,52.228668,28.454612,0,Rear,98,475.3
403,ymurray,kentwilliam@carlson.info,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3592.75,82,94199,29-05-2024,22:29:46,-144.409394,-26.593879,1,AWD,96,465.6
404,meyersjaime,robertssamantha@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1498.3,82,72988,22-04-2024,20:36:00,73.237912,4.290678,1,AWD,39,189.15
405,daniellemiller,yhill@may.org,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1286.89,82,41971,19-11-2024,01:27:25,-9.187925,59.133961,0,Rear,99,480.15
406,johnsonjames,zconley@smith.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3961.93,82,97781,16-08-2024,19:17:21,171.326148,-22.761967,0,Rear,53,257.05
407,riverarebecca,qreynolds@henderson-davis.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4294.55,82,85344,01-06-2024,11:18:08,178.619937,-62.026705,1,AWD,65,315.25
408,fletcherjanet,aaron78@garcia-mendez.org,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4081.53,82,35741,26-10-2024,17:28:48,-151.304572,-1.92517,0,AWD,78,378.3
409,millsalexis,mbarnes@spencer-gray.org,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4174.7,82,74504,29-08-2024,16:52:07,57.90545,67.878327,0,AWD,59,286.15
410,ylawson,ambergrant@hurst.info,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2045.65,82,81027,29-01-2024,08:47:08,-22.803976,69.270682,0,AWD,30,145.5
411,leah62,kanthony@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4292.03,82,49922,10-01-2024,21:56:14,-21.138629,-0.453709,0,AWD,75,363.75
412,davidharding,wibarra@gibson-richmond.net,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2274.79,82,76170,05-08-2024,05:49:12,46.821021,29.121157,0,AWD,67,324.95
413,turnerchristian,sarah17@rogers-edwards.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2933.09,78,60868,07-07-2024,18:17:46,38.65489,-32.877434,1,Front,35,169.75
414,lambertdevin,yguzman@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2032.65,82,13158,29-07-2024,20:47:14,86.292332,36.121546,0,AWD,38,184.3
415,juanfranklin,ryanthompson@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1361.39,83.9,79558,04-07-2024,06:17:14,-54.750473,-49.579971,0,Rear,94,455.9
416,colelisa,joseph21@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2299.87,82,45932,21-09-2024,16:08:31,-142.906386,79.918552,1,AWD,100,485
417,cbass,ichan@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1493.81,82,76257,24-02-2024,21:54:23,-177.589217,73.376492,0,AWD,92,446.2
418,trivas,brownreginald@roach.info,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2360.5,78,23003,23-03-2024,14:34:37,-43.543421,-85.228371,0,Front,35,169.75
419,gbraun,paige40@davis.net,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3068.91,83.9,24456,03-03-2024,09:25:25,-128.745356,-40.165865,1,Rear,73,354.05
420,iallen,pricesarah@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4633.37,82,1319,05-07-2024,05:29:46,169.081554,-47.024059,1,Rear,36,174.6
421,sherry01,theresa92@blackwell-rodriguez.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1012.6,82,41786,13-03-2024,04:13:25,66.871676,-59.870083,1,AWD,82,397.7
422,manningjeremy,hooverderek@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1070.35,78,4803,28-06-2024,17:40:14,-107.909745,-0.915897,1,Front,71,344.35
423,erin07,wileyaudrey@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4675.43,82,74133,03-10-2024,07:35:00,177.599269,2.859187,1,AWD,98,475.3
424,jeremy29,kwatkins@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2239.92,78,54519,13-05-2024,13:49:34,-58.148592,38.521923,1,Front,52,252.2
425,joshua71,chunglaura@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3690.56,78,19015,03-07-2024,07:48:01,-58.419302,-50.305556,0,Front,84,407.4
426,lisa13,scottbrandon@hampton-beck.biz,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3686.96,83.9,29570,22-09-2024,20:40:17,167.264029,67.972019,0,Rear,81,392.85
427,nstafford,wscott@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3875.76,83.9,44724,28-02-2024,23:31:17,-134.967919,-41.203984,1,Rear,47,227.95
428,sullivanjoshua,mcgeeseth@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1597.09,82,72322,26-03-2024,17:14:23,93.416118,65.876066,1,AWD,71,344.35
429,sarah83,louisperez@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2374.88,82,39549,06-06-2024,12:24:07,-62.167186,-39.590949,1,AWD,60,291
430,riverabrian,janet65@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2948.12,83.9,81749,10-05-2024,22:11:00,22.508554,-68.091429,0,Rear,50,242.5
431,susan23,wheeleramber@barrera-nguyen.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2943.91,78,65169,01-09-2024,13:08:00,122.906037,-38.910583,1,Front,42,203.7
432,wadecarol,tapiawendy@maxwell-pugh.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3568.37,78,79278,23-09-2024,15:34:13,156.004443,81.756348,1,Front,50,242.5
433,linda76,garyjohnson@oliver.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4624.85,82,92072,02-02-2024,19:33:38,169.964357,-56.299219,1,AWD,77,373.45
434,orozcoelizabeth,ysantana@howard.biz,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2588.3,82,92203,20-01-2024,01:29:26,123.246208,36.240565,1,AWD,95,460.75
435,rogersmichelle,tammy94@schultz-williamson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1178.8,78,57918,19-04-2024,07:09:24,-141.021964,83.972686,1,Front,93,451.05
436,hubbardjanet,dlarson@erickson-lawrence.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1736.43,78,84900,11-01-2024,14:01:40,65.349543,53.436715,0,Front,94,455.9
437,williamstoni,taramejia@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1339.19,82,27143,24-09-2024,13:57:30,42.374661,-43.836501,1,AWD,70,339.5
438,ramirezdavid,rosshunter@compton.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1352.88,78,82664,26-08-2024,07:02:48,41.19254,-64.365044,1,Front,72,349.2
439,nicole92,kathleen35@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3633.76,82,74829,12-05-2024,11:22:57,-162.66442,-49.945025,1,AWD,93,451.05
440,paul00,khudson@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2644.31,83.9,84927,08-01-2024,23:04:40,14.714052,70.607687,0,Rear,87,421.95
441,jhahn,paynejennifer@baker-osborne.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3146.28,82,63282,13-07-2024,17:02:10,-11.671864,-57.431974,1,AWD,52,252.2
442,jenniferhuber,kristopher53@smith.info,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4026.28,83.9,49912,21-10-2024,14:51:34,78.600598,-44.294251,1,Rear,48,232.8
443,alan25,snydertricia@scott-nolan.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3478.29,82,37970,11-02-2024,21:57:14,38.949131,-44.14007,1,Rear,33,160.05
444,isaiah02,kristinaparker@jones.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4087.52,82,75384,16-01-2024,14:32:11,52.577266,-43.353484,0,Rear,84,407.4
445,kellyadam,john21@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4209.03,82,50836,01-06-2024,11:09:16,8.406123,11.717094,0,AWD,60,291
446,christinasmith,kcook@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3315.25,82,71677,24-06-2024,02:36:39,-70.046012,-78.092239,0,AWD,71,344.35
447,christopherwatkins,gary03@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1956.74,78,55430,17-09-2024,04:25:12,15.57758,-50.724096,1,Front,89,431.65
448,dyerdonald,abigail14@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1879.18,83.9,61235,10-01-2024,21:48:56,98.91769,52.048981,1,Rear,57,276.45
449,aaronwallace,meagan38@white.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3123.37,82,13473,08-09-2024,08:04:34,-64.16526,71.677137,1,AWD,32,155.2
450,carlosmeadows,rsharp@cunningham-hamilton.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1187.83,78,66447,18-06-2024,06:29:16,88.549575,47.744579,1,Front,98,475.3
451,martin81,evaughn@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4662.23,82,92772,25-09-2024,06:19:40,-129.892441,-69.013198,1,Rear,96,465.6
452,fletcherkaren,timothycannon@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2371.78,82,79651,24-03-2024,11:42:55,15.560719,-4.701229,0,AWD,36,174.6
453,jfranklin,lindahill@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2868.78,83.9,7502,12-09-2024,11:00:27,34.416012,-71.943005,1,Rear,63,305.55
454,garywebster,brownandrea@phillips.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2919.62,82,18231,14-09-2024,15:38:51,94.849189,-21.468877,1,Rear,43,208.55
455,christopher47,jessicamiddleton@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1958.1,82,98513,12-02-2024,09:47:35,68.81865,-89.410069,1,Rear,63,305.55
456,barbara30,andersoncynthia@hill.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1500.58,78,29208,20-02-2024,16:41:28,-61.580859,18.17376,0,Front,31,150.35
457,ijimenez,nathanlee@gordon.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1526.51,83.9,6665,07-06-2024,22:09:10,-123.956444,12.69907,1,Rear,33,160.05
458,aaronjoyce,jennifer93@bryant-kelly.org,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1104.64,82,13077,25-08-2024,21:29:13,-40.962,-73.033894,1,Rear,49,237.65
459,katrinasutton,perrynicole@good.org,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1576.83,82,5858,02-03-2024,16:33:43,57.758932,34.70533,1,AWD,85,412.25
460,davidglover,meganharmon@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1814.46,82,9267,28-08-2024,09:46:17,-170.367896,85.484109,0,Rear,37,179.45
461,edwardmiller,barnesalexis@richardson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1040.38,78,55247,01-06-2024,21:40:33,4.107306,-82.650569,0,Front,48,232.8
462,reyesjackie,hudsonlinda@ward-turner.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1991.08,83.9,33889,26-04-2024,15:24:02,138.77459,-83.425671,0,Rear,35,169.75
463,zsanford,cassandra33@butler.biz,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2210.98,82,22426,25-06-2024,19:51:07,32.510479,30.7669,1,AWD,97,470.45
464,paulhamilton,phillipsdylan@floyd.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3510.73,82,97342,13-05-2024,19:54:40,169.739571,23.587562,1,AWD,79,383.15
465,joseph21,mavery@williamson.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1958.46,82,84317,03-04-2024,22:31:15,102.631143,52.822288,1,AWD,37,179.45
466,barrettashley,jeffrey85@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3959.7,82,18061,06-10-2024,12:33:41,-151.567488,49.237374,0,AWD,58,281.3
467,pamelaestrada,jeffreygreen@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3547.71,82,5053,10-11-2024,05:17:16,160.694002,-28.732933,0,AWD,52,252.2
468,millermary,ujohnson@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1126.73,82,48970,30-06-2024,07:01:43,-47.667597,47.953448,1,AWD,60,291
469,khendricks,drivera@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2356.96,82,77417,03-10-2024,10:00:48,-119.318423,-83.611829,0,AWD,41,198.85
470,jennifer53,samuelelliott@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3050.9,78,52015,30-05-2024,20:31:24,-117.426355,-82.970427,1,Front,45,218.25
471,erivers,rebeccamartinez@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1289.33,82,45492,20-04-2024,21:15:47,94.169562,-21.281495,0,AWD,85,412.25
472,armstrongsara,briggsjacob@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2601.56,82,78612,25-02-2024,14:34:18,-151.424806,77.410976,1,Rear,96,465.6
473,barbara64,daniellivingston@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2914.22,83.9,59902,17-04-2024,22:00:56,125.033147,67.424824,0,Rear,38,184.3
474,kimberly91,paulfitzpatrick@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2043.4,83.9,7400,16-09-2024,22:35:47,-138.945369,-67.387043,0,Rear,32,155.2
475,johnmerritt,turnerlevi@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3005.4,83.9,28483,05-10-2024,19:47:43,-52.050317,67.519489,1,Rear,30,145.5
476,xrobinson,damonsolomon@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1269.98,82,4431,26-07-2024,21:17:36,47.150046,-40.205283,1,AWD,49,237.65
477,simpsonalyssa,douglasmartinez@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4325.12,82,96169,01-08-2024,03:38:38,-160.491586,7.093036,0,AWD,97,470.45
478,lucas35,ryanbullock@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2175.81,78,34548,13-04-2024,08:37:29,-167.796285,-51.511439,0,Front,86,417.1
479,fwilliams,mollypeck@johnson.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1568.99,82,29672,21-06-2024,22:24:37,13.196809,-26.468732,1,Rear,49,237.65
480,barbaraross,dlopez@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4060.04,83.9,15112,18-04-2024,15:52:20,48.824536,71.258331,1,Rear,91,441.35
481,buckleycrystal,lisarandolph@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4467.87,78,3723,22-05-2024,22:33:32,119.333889,79.120484,0,Front,32,155.2
482,johnsonsamantha,jessicajones@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4019.51,82,42416,28-06-2024,05:14:53,33.48966,-3.671296,0,Rear,81,392.85
483,colemancassandra,hammondjeff@rice-burton.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3873.07,83.9,65299,04-03-2024,23:25:34,8.714958,65.331585,0,Rear,83,402.55
484,gonzalezcindy,aprilmyers@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1348.48,82,4012,21-08-2024,11:07:25,-133.625246,62.982919,0,AWD,95,460.75
485,wbowers,tammy53@hernandez.info,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1832.45,82,30233,28-09-2024,11:39:01,-78.565144,62.403722,0,Rear,76,368.6
486,aaroncox,kimberlyperez@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3793.03,78,55974,14-06-2024,01:42:47,-53.465523,13.413856,0,Front,44,213.4
487,teresa76,arnoldstephen@lopez.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3398.69,83.9,66779,09-11-2024,22:15:02,-131.779192,35.32797,1,Rear,73,354.05
